,SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_ANNUITY,AGE,YEARS_EMPLOYED,OWN_CAR_AGE,CNT_FAM_MEMBERS,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Other,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Other,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,CREDIT_active,CREDIT_MEAN_OVERDUE_active,CREDIT_MEAN_active,proportion_OVERDUE_active,CREDIT_sold,CREDIT_MEAN_OVERDUE_sold,CREDIT_MEAN_sold,proportion_OVERDUE_sold,CREDIT_closed,CREDIT_MEAN_OVERDUE_closed,CREDIT_MEAN_closed,proportion_OVERDUE_closed,CREDIT_bad,CREDIT_MEAN_OVERDUE_bad,CREDIT_MEAN_bad,proportion_OVERDUE_bad,CREDIT_ask,Number_years_Loan_Theorical,INCOME_ANNUITY_RATIO
10080,158601,0,89999.99999999991,32665.49999999999,39.82716049382716,1.2537722908093278,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,302999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139440.37500000015,0.0,0.0,0.0,0.0,0.0,64079.99999999994,17.908802865408457,2.7552004408320707
29409,158645,0,112500.00000000004,16397.999999999996,28.82304526748971,0.551440329218107,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,174825.00000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91503.64285714294,21.95389681668496,6.860592755214051
13056,158832,1,103500.0,17563.499999999996,22.08504801097394,3.717421124828532,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,316124.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42865.52399999999,0.0,0.0,0.0,0.0,0.0,11804.399999999996,31.0017934921855,5.892902895208814
924,158849,0,179999.9999999999,19867.50000000001,29.967078189300413,5.30315500685871,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,335331.4499999998,0.0,0.0,0.0,0.0,0.0,320082.00000000023,34.20158550396376,9.060022650056624
12099,159457,0,216000.00000000012,18737.99999999999,34.609053497942384,0.6584362139917695,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,258750.00000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78243.38000000003,0.0,0.0,0.0,0.0,0.0,197065.12500000003,19.45244956772334,11.527377521613833
19611,159525,0,112500.00000000004,23989.49999999999,37.6241426611797,2.224965706447188,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,8297.999999999996,404549.9999999999,0.0205116796440489,0.0,0.0,0.0,0.0,1.0,0.0,87765.75000000006,0.0,0.0,0.0,0.0,0.0,329662.2857142857,20.44794597636466,4.689551678859501
30709,159889,0,202500.0000000001,11479.499999999998,37.17969821673525,5.728395061728395,5.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,337500.0,0.0,0.0,0.0,0.0,0.0,150171.75000000015,12.924343394747158,17.64014112112897
7505,160012,0,134999.99999999997,26878.499999999975,31.64883401920439,2.021947873799726,26.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,202500.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123975.00000000007,0.0,0.0,0.0,0.0,0.0,56612.69999999996,19.006027122049225,5.022601707684581
7762,160118,0,269999.99999999977,21897.0,30.64197530864197,5.978052126200274,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,504144.00000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,614249.9999999995,0.0,0.0,0.0,0.0,0.0,37495.12500000001,24.758323057953145,12.330456226880395
2779,160145,0,67499.99999999994,32017.50000000001,30.342935528120712,3.374485596707819,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,178.42500000000004,155790.57599999988,0.0011452875044251,0.0,0.0,0.0,0.0,111793.49999999996,28.109627547435,2.1082220660576247
20887,160164,0,179999.9999999999,25263.000000000025,36.244170096021946,9.352537722908094,9.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,360000.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255218.39999999988,0.0,0.0,0.0,0.0,0.0,119352.75,34.200213751335944,7.125044531528322
24652,160211,0,202500.0000000001,13666.499999999987,45.24554183813443,3.4705075445816185,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,166184.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91484.99999999993,0.0,0.0,0.0,0.0,0.0,212688.5000000001,37.91932828449127,14.81725386894962
17425,160255,0,179999.9999999999,22252.499999999975,38.79012345679013,12.7599451303155,3.0,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184971.03,0.0,0.0,0.0,0.0,0.0,56421.00000000003,10.111223458038422,8.088978766430738
18471,160519,1,315000.00000000023,31995.0,58.97668038408779,2.50480109739369,0.0,1.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,620999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71077.49999999994,23.60337552742616,9.845288326300984
8424,160769,1,202500.0000000001,6749.999999999999,44.42524005486968,8.806584362139917,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0
6218,160922,0,89999.99999999991,22018.50000000002,28.513031550068582,6.186556927297668,11.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,4266.0,29592.00000000001,0.1441605839416058,0.0,0.0,0.0,0.0,240567.74999999997,20.437359493153483,4.087471898630697
1611,161034,0,225000.0,45562.5,33.13305898491084,14.35116598079561,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,5103.000000000001,145642.94999999998,0.0350377412706897,0.0,0.0,0.0,0.0,93022.49999999996,17.054024691358023,4.938271604938271
16019,161272,0,269999.99999999977,51020.99999999996,40.89163237311386,1.868312757201646,1.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,83777.21999999996,0.0,0.0,0.0,0.0,0.0,1.0,15348.599999999991,211790.07000000012,0.0724708198075575,0.0,0.0,0.0,0.0,61900.71428571428,9.28558828717587,5.291938613512083
20940,161603,0,157500.00000000003,33147.00000000002,39.01234567901235,12.521262002743484,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,278840.24999999977,0.0,0.0,0.0,0.0,0.0,1.0,677.7000000000003,165377.1499999999,0.0040979059077992,0.0,0.0,0.0,0.0,71851.50000000003,25.11539505837632,4.751561227260385
6455,162221,0,179999.9999999999,42619.50000000004,31.41289437585733,5.890260631001372,9.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,18607.499999999985,675000.0000000002,0.0275666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154788.0000000001,23.530778164924502,4.223418857565199
3570,162330,0,202500.0000000001,39973.49999999999,48.86694101508916,1.4046639231824416,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,9322.020000000004,143201.15999999992,0.0650973777028063,0.0,0.0,0.0,0.0,1.0,0.0,42385.49999999996,0.0,0.0,0.0,0.0,0.0,301237.5000000001,18.709557581898007,5.065856129685917
22583,162361,0,179999.9999999999,36864.00000000004,50.35665294924554,2.3786008230452675,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,186435.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,302631.0000000003,0.0,0.0,0.0,0.0,0.0,101511.00000000004,34.08203125,4.8828125
29885,162634,0,202500.0000000001,20160.000000000004,49.00137174211248,2.921810699588477,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,314824.5000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202317.75,0.0,0.0,0.0,0.0,0.0,94702.49999999996,15.547544642857142,10.044642857142858
20755,162743,0,157500.00000000003,16218.000000000013,53.43758573388203,2.2935528120713307,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,540000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,146050.50000000003,0.0,0.0,0.0,0.0,0.0,0.0,36.07103218645949,9.711431742508324
16253,162832,0,269999.99999999977,22500.0,25.657064471879288,0.4471879286694101,64.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,95139.945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121700.25000000007,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0
16331,162977,0,184500.0000000001,42124.49999999997,45.57201646090535,7.673525377229081,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,169091.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112191.29999999996,0.0,0.0,0.0,0.0,0.0,173232.0,17.854609550261724,4.379873945091337
27130,163020,0,179999.9999999999,13499.99999999999,33.22085048010974,2.455418381344307,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115862.35500000004,0.0,0.0,0.0,0.0,0.0,108618.75000000004,20.0,13.333333333333334
30066,163783,0,225000.0,46727.99999999999,26.03840877914952,1.9945130315500683,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,273640.49999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87497.99999999991,0.0,0.0,0.0,0.0,0.0,86867.99999999993,10.265793528505393,4.815100154083205
30342,164012,1,157500.00000000003,32201.99999999998,31.700960219478738,9.270233196159122,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,126625.50000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80852.0399999999,0.0,0.0,0.0,0.0,0.0,200704.49999999985,13.688093907210732,4.891000558971492
12916,164013,0,269999.99999999977,21865.49999999998,32.167352537722905,7.574759945130316,12.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,78826.63500000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328582.50000000023,0.0,0.0,0.0,0.0,0.0,226781.99999999997,30.819098579954723,12.34821979831241
27462,164433,0,134999.99999999997,42799.5,34.44444444444444,15.058984910836765,0.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,274500.0000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56697.75000000003,25.13889180948376,3.154242456103459
30156,164969,0,134999.99999999997,28084.50000000001,36.70233196159122,7.004115226337449,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,402300.0,0.0,0.0,0.0,0.0,0.0,1.0,5968.147500000002,80086.20000000003,0.0745215467833409,0.0,0.0,0.0,0.0,16960.500000000015,27.841692036532606,4.806921967633392
6161,165201,0,89999.99999999991,26315.99999999998,45.59945130315501,4.046639231824417,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157500.00000000003,0.0,0.0,0.0,0.0,0.0,267574.50000000006,34.19972640218878,3.4199726402188784
28873,165370,0,178199.99999999997,14075.99999999999,37.76131687242798,0.5075445816186557,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,12147.749999999993,381900.0000000001,0.0318087195600942,0.0,0.0,0.0,0.0,1.0,8659.499999999998,269550.0000000002,0.0321257651641624,0.0,0.0,0.0,0.0,0.0,36.36828644501279,12.659846547314578
6417,165940,0,157500.00000000003,31261.499999999996,33.05075445816187,1.157750342935528,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,258328.6875000001,20.475025190729813,5.038145962285879
30385,166217,0,225000.0,19237.5,34.02469135802469,1.8271604938271604,2.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,71639.99999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26874.000000000025,13.706900584795322,11.695906432748538
15755,166276,1,179999.9999999999,17414.999999999993,41.7037037037037,5.061728395061729,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,180512.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15299.999999999987,0.0,0.0,0.0,0.0,0.0,53149.49999999995,15.648578811369507,10.3359173126615
8936,166678,0,143999.99999999988,13643.999999999993,28.02469135802469,5.187928669410151,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192251.7000000002,32.98153034300792,10.554089709762533
19130,166706,0,54000.00000000001,27089.99999999997,36.54869684499314,3.7668038408779134,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,187399.3162499999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,119719.48499999996,0.0,0.0,0.0,0.0,0.0,277769.2499999999,23.60265780730897,1.9933554817275747
12241,166803,0,89999.99999999991,12590.999999999987,25.3360768175583,1.860082304526749,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,337254.7499999997,0.0,0.0,0.0,0.0,0.0,1.0,3455.999999999998,46842.74999999996,0.0737787597867332,0.0,0.0,0.0,0.0,0.0,37.526804860614725,7.147962830593281
31056,166970,0,157500.00000000003,28570.50000000001,25.01783264746228,3.9176954732510287,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61064.99999999998,0.0,0.0,0.0,0.0,0.0,82691.35714285713,12.600409513309184,5.512679162072767
27113,167032,0,243000.00000000012,28682.999999999996,63.98079561042524,8.987654320987655,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,242790.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,25.10197678067148,8.471917163476624
3582,167088,0,170999.99999999985,10277.999999999993,41.4320987654321,17.61042524005487,10.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,45000.00000000002,0.0,0.0,0.0,0.0,0.0,1.0,2439.2250000000013,38764.12499999999,0.0629248048292074,0.0,0.0,0.0,0.0,85399.87499999994,10.267950963222416,16.637478108581437
13087,167908,0,157500.00000000003,12374.999999999993,24.92729766803841,2.4060356652949246,0.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,194579.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61470.00000000001,20.0,12.727272727272728
36670,168151,0,108000.0,13671.000000000013,27.93415637860082,4.666666666666667,8.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,97657.87500000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69886.84999999996,0.0,0.0,0.0,0.0,0.0,82105.94117647063,18.433179723502302,7.899934167215274
5211,168579,0,292499.9999999998,30708.00000000001,34.39506172839506,5.0480109739369,0.0,5.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,326249.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,167401.20374999987,0.0,0.0,0.0,0.0,0.0,405932.6250000002,27.842907385697536,9.525205158264948
15842,168633,0,112500.00000000004,20866.50000000001,31.292181069958847,2.348422496570645,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,348.003,41250.00000000001,0.0084364363636363,0.0,0.0,0.0,0.0,1.0,310.0,130470.88199999995,0.0023760090776423,0.0,0.0,0.0,0.0,267797.4749999999,31.002803536769463,5.391416864351951
9084,168661,0,269999.99999999977,56704.49999999998,38.46090534979424,12.641975308641976,0.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,169681.29749999993,0.0,0.0,0.0,0.0,0.0,1.0,7657.200000000001,118820.25000000004,0.0644435607566892,0.0,0.0,0.0,0.0,151306.07142857127,9.523053725894773,4.7615268629473855
31294,169006,0,269999.99999999977,32373.00000000001,30.92181069958848,0.9574759945130316,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,566999.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187982.91000000015,0.0,0.0,0.0,0.0,0.0,0.0,34.75118154017237,8.340283569641368
26768,169087,0,157500.00000000003,11249.999999999996,36.36488340192044,6.718792866941016,0.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,388124.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44626.500000000015,0.0,0.0,0.0,0.0,0.0,59513.0785714286,20.0,14.0
24194,169752,1,179999.9999999999,19417.50000000001,27.972565157750346,5.440329218106996,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,507780.0000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210186.0000000001,12.734646581691774,9.269988412514484
24582,170453,0,247499.99999999988,17775.000000000007,36.03566529492456,7.928669410150891,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,13765.049999999988,157500.00000000003,0.0873971428571428,0.0,0.0,0.0,0.0,1.0,10440.30375,182475.5025000001,0.0572148239460252,0.0,0.0,0.0,0.0,232714.79999999976,12.658227848101266,13.924050632911392
20872,170484,0,103500.0,18022.5,44.181069958847736,14.883401920438958,7.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,398250.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,2669.38875,79110.06749999993,0.0337427186495574,0.0,0.0,0.0,0.0,48685.49999999997,25.21847690387016,5.742821473158552
28068,170521,0,134999.99999999997,7960.499999999997,57.46776406035665,1.8216735253772287,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,268164.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99254.92500000008,0.0,0.0,0.0,0.0,0.0,100687.50000000004,14.132278123233466,16.958733747880157
19696,170844,0,112500.00000000004,30887.999999999996,24.97119341563786,1.5802469135802468,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,157500.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51619.49999999999,20.7004662004662,3.6421911421911424
16795,171029,0,89999.99999999991,19854.000000000004,40.18930041152263,3.681755829903978,8.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,157500.00000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70457.99999999994,0.0,0.0,0.0,0.0,0.0,29535.75000000002,26.354261106074343,4.533091568449683
31923,171218,0,252000.0,40063.50000000002,33.871056241426615,6.496570644718793,1.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,5895.000000000001,52847.99999999999,0.1115463215258855,0.0,0.0,0.0,0.0,382207.4999999999,25.13310120184208,6.290014601819611
25218,171367,0,89999.99999999991,22837.49999999998,27.550068587105624,1.2949245541838137,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,65416.50000000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67455.00000000001,0.0,0.0,0.0,0.0,0.0,127372.49999999994,9.852216748768472,3.940886699507389
1980,171445,1,112500.00000000004,30519.000000000025,29.91495198902606,2.5377229080932784,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,207155.25000000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48137.25000000004,0.0,0.0,0.0,0.0,0.0,98743.38750000008,23.687702742553817,3.6862282512533175
35304,171524,0,126000.00000000004,30744.000000000007,25.026063100137176,3.3415637860082303,0.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,330119.9999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,179842.50000000006,9.245901639344265,4.098360655737705
29828,171660,0,143999.99999999988,31261.499999999996,29.042524005486968,1.0919067215363512,8.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,225382.5000000002,0.0,0.0,0.0,0.0,0.0,1.0,5895.000000000001,84185.27999999994,0.0700241182306455,0.0,0.0,0.0,0.0,191301.74999999988,20.475025190729813,4.606304879804232
1186,171676,1,166499.99999999985,46939.50000000003,39.32235939643347,1.6488340192043895,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,3862.170000000001,195750.635,0.0197300509395537,0.0,0.0,0.0,0.0,82611.00000000004,27.763397564950623,3.547119164030294
27937,172030,0,126000.00000000004,40805.99999999999,36.99588477366255,1.6680384087791496,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,413999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178227.00000000015,0.0,0.0,0.0,0.0,0.0,153002.99999999985,17.851786501985003,3.0877812086457874
32471,172075,0,121500.00000000007,30204.00000000001,33.7997256515775,11.12482853223594,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,220185.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,431167.49999999977,0.0,0.0,0.0,0.0,0.0,42923.25,14.898688915375446,4.022646007151371
7826,172118,1,134999.99999999997,29996.999999999975,52.17009602194788,8.181069958847736,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,292499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232565.40000000005,0.0,0.0,0.0,0.0,0.0,216198.00000000003,19.501950195019504,4.5004500450045
20817,172250,0,89999.99999999991,11249.999999999996,37.1440329218107,14.304526748971194,23.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,49045.49999999999,0.0,0.0,0.0,0.0,0.0,1.0,5322.345000000002,81687.48000000005,0.0651549662200376,0.0,0.0,0.0,0.0,24952.50000000001,20.0,8.0
17631,172530,0,112500.00000000004,27760.50000000001,37.22085048010974,0.5349794238683128,9.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,98407.49999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,130053.10875000009,0.0,0.0,0.0,0.0,0.0,227365.74642857147,31.002107310747284,4.052520667855406
20758,172708,0,152999.99999999997,32742.00000000001,37.61316872427984,5.004115226337449,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,1.0,2545.875,101789.35714285712,0.0250112101251113,0.0,0.0,0.0,0.0,266588.0999999998,13.743815283122595,4.672897196261682
